experiment,condition,dim,run,seed,algo,best_f,PSRR_DB,penalty,is_feasible,runtime_sec
pressure,relaxed,12,11,11042,GA,-110.19717793240848,110.19717793240848,0,1,39.47971879999386
pressure,relaxed,12,11,11042,ACO,-108.20068236947972,108.20068236947972,0,1,37.932374399970286
pressure,relaxed,12,12,12042,ABC,-100.51704198160564,100.51704198160564,0,1,45.134081900003366
pressure,relaxed,12,12,12042,GWO,-96.33747318873831,96.33747318873831,0,1,32.34478729998227
pressure,relaxed,12,12,12042,FA,-97.10565639267458,97.10565639267458,0,1,92.79273530002683
pressure,relaxed,12,12,12042,PSO,-99.03185739264433,99.03185739264433,0,1,20.614763599995054
pressure,relaxed,12,12,12042,GA,-95.04239782195594,95.04239782195594,0,1,45.643345099990256
pressure,relaxed,12,12,12042,ACO,-96.33883707940082,96.33883707940082,0,1,34.51091599999927
pressure,relaxed,12,13,13042,ABC,-96.37698395580146,96.37698395580146,0,1,42.54536950000329
pressure,relaxed,12,13,13042,GWO,-96.33618890765062,96.33618890765062,0,1,32.19836660003057
pressure,relaxed,12,13,13042,FA,-94.92001289000918,94.92001289000918,0,1,88.1071501999977
pressure,relaxed,12,13,13042,PSO,-95.79345298058644,95.79345298058644,0,1,22.571300900017377
pressure,relaxed,12,13,13042,GA,-96.33797125096672,96.33797125096672,0,1,42.93885499995668
pressure,relaxed,12,13,13042,ACO,-96.33813603481136,96.33813603481136,0,1,38.57655239995802
pressure,relaxed,12,14,14042,ABC,-96.43639614618895,96.43639614618895,0,1,45.91643959999783
pressure,relaxed,12,14,14042,GWO,-96.55219740024737,96.55219740024737,0,1,33.029008999990765
pressure,relaxed,12,14,14042,FA,-93.83199787744353,93.83199787744353,0,1,86.38944060000358
pressure,relaxed,12,14,14042,PSO,-94.502963121321,94.502963121321,0,1,21.50272649998078
pressure,relaxed,12,14,14042,GA,-94.09647082332924,94.09647082332924,0,1,41.265595700009726
pressure,relaxed,12,14,14042,ACO,-96.33826944750147,96.33826944750147,0,1,37.29246970004169
pressure,relaxed,12,15,15042,ABC,-113.57742609505225,113.57742609505225,0,1,43.47450760001084
pressure,relaxed,12,15,15042,GWO,-96.32542321064368,96.32542321064368,0,1,30.50794390001101
pressure,relaxed,12,15,15042,FA,-107.04170795079796,107.04170795079796,0,1,90.04857919999631
pressure,relaxed,12,15,15042,PSO,-96.05484281333356,96.05484281333356,0,1,21.074038100021426
pressure,relaxed,12,15,15042,GA,-108.888198083749,108.888198083749,0,1,42.26250589999836
pressure,relaxed,12,15,15042,ACO,-113.60515067788948,113.60515067788948,0,1,39.91514559998177
pressure,relaxed,12,16,16042,ABC,-109.76414177009856,109.76414177009856,0,1,42.231779300025664
pressure,relaxed,12,16,16042,GWO,-96.3447755618597,96.3447755618597,0,1,33.60505600000033
pressure,relaxed,12,16,16042,FA,-109.70808421921058,109.70808421921058,0,1,84.1715753999888
pressure,relaxed,12,16,16042,PSO,-95.7478779368672,95.7478779368672,0,1,19.56785829999717
pressure,relaxed,12,16,16042,GA,-95.72112719634744,95.72112719634744,0,1,43.89174920000369
pressure,relaxed,12,16,16042,ACO,-96.3405006431939,96.3405006431939,0,1,38.053905500040855
pressure,relaxed,12,17,17042,ABC,-111.53210108935144,111.53210108935144,0,1,41.20525030000135
pressure,relaxed,12,17,17042,GWO,-96.33613006472191,96.33613006472191,0,1,31.9132972000516
pressure,relaxed,12,17,17042,FA,-109.64458644251458,109.64458644251458,0,1,88.48587159998715
